Steps    Q        Rg       Backbone Rama     Contact  Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Debye_huckel Total   
157      0.60     10.21    125.44   -456.42  -97.66   -351.21  0.00     0.00     0.00     -20.98   -0.00    0.00     1.01     -799.82 
158      0.71     10.12    134.80   -455.88  -97.82   -352.56  0.00     0.00     0.00     -21.55   -0.00    0.00     1.04     -791.96 
159      0.63     10.33    137.29   -461.34  -89.91   -352.79  0.00     0.00     0.00     -21.21   -0.00    0.00     1.19     -786.76 
160      0.66     10.17    128.46   -456.14  -93.50   -347.15  0.00     0.00     0.00     -21.65   -0.00    0.00     1.31     -788.68 
161      0.56     10.40    123.44   -461.04  -91.64   -351.60  0.00     0.00     0.00     -18.49   -0.00    0.00     1.10     -798.23 
162      0.64     10.31    125.95   -458.15  -90.31   -348.11  0.00     0.00     0.00     -18.67   -0.00    0.00     1.07     -788.22 
163      0.62     10.47    126.86   -457.20  -96.53   -349.99  0.00     0.00     0.00     -17.49   0.00     0.00     1.40     -792.96 
164      0.66     10.43    111.80   -455.49  -92.01   -352.65  0.00     0.00     0.00     -20.77   0.00     0.00     1.03     -808.09 
165      0.69     10.16    122.38   -458.03  -94.26   -353.70  0.00     0.00     0.00     -20.26   -0.00    0.00     1.00     -802.89 
166      0.71     10.19    123.69   -459.71  -95.49   -353.62  0.00     0.00     0.00     -21.50   0.00     0.00     1.33     -805.31 
167      0.62     10.58    127.68   -456.11  -93.57   -351.70  0.00     0.00     0.00     -18.23   -0.00    0.00     1.05     -790.87 
168      0.68     10.45    129.49   -455.08  -90.40   -351.75  0.00     0.00     0.00     -21.00   -0.00    0.00     0.98     -787.76 
169      0.76     9.88     124.30   -451.04  -96.32   -354.18  0.00     0.00     0.00     -21.51   -0.00    0.00     0.26     -798.48 
170      0.67     10.47    139.04   -458.56  -88.14   -353.07  0.00     0.00     0.00     -20.24   -0.00    0.00     1.17     -779.79 
171      0.58     10.32    117.05   -455.84  -92.99   -356.06  0.00     0.00     0.00     -20.50   -0.00    0.00     1.03     -807.31 
172      0.64     9.86     145.66   -453.50  -96.14   -353.41  0.00     0.00     0.00     -19.36   -0.00    0.00     0.84     -775.91 
173      0.63     10.10    146.06   -455.58  -96.39   -351.55  0.00     0.00     0.00     -18.64   -0.00    0.00     0.80     -775.30 
174      0.63     10.34    130.21   -454.27  -94.27   -352.26  0.00     0.00     0.00     -20.39   -0.00    0.00     1.15     -789.83 
175      0.67     10.44    128.12   -460.16  -88.55   -353.67  0.00     0.00     0.00     -19.77   -0.00    0.00     1.24     -792.79 
176      0.67     10.40    139.99   -456.95  -86.96   -356.26  0.00     0.00     0.00     -18.80   -0.00    0.00     0.96     -778.02 
177      0.63     10.15    135.74   -449.30  -92.87   -351.08  0.00     0.00     0.00     -18.47   0.00     0.00     0.81     -775.18 
178      0.68     10.55    140.29   -451.05  -92.74   -352.49  0.00     0.00     0.00     -19.79   0.00     0.00     1.04     -774.74 
179      0.66     10.46    126.23   -458.66  -91.20   -349.42  0.00     0.00     0.00     -18.50   -0.00    0.00     0.91     -790.64 
180      0.67     10.25    128.69   -454.61  -91.49   -352.40  0.00     0.00     0.00     -19.19   -0.00    0.00     0.82     -788.18 
181      0.69     10.00    145.80   -457.38  -95.46   -351.23  0.00     0.00     0.00     -21.15   -0.00    0.00     1.20     -778.22 
182      0.66     10.33    139.60   -453.46  -90.41   -346.45  0.00     0.00     0.00     -18.72   0.00     0.00     1.16     -768.29 
183      0.71     10.41    134.00   -454.71  -91.95   -354.04  0.00     0.00     0.00     -21.50   0.00     0.00     1.38     -786.82 
184      0.69     10.28    133.37   -452.88  -94.28   -354.27  0.00     0.00     0.00     -19.68   -0.00    0.00     0.87     -786.85 
185      0.62     10.25    134.08   -461.88  -90.72   -347.40  0.00     0.00     0.00     -20.13   -0.00    0.00     1.01     -785.05 
186      0.61     10.35    121.58   -461.41  -91.25   -349.33  0.00     0.00     0.00     -19.85   -0.00    0.00     0.82     -799.45 
187      0.50     10.80    128.27   -456.41  -90.26   -352.49  0.00     0.00     0.00     -18.94   0.00     0.00     1.04     -788.79 
188      0.65     10.47    127.08   -447.78  -89.84   -353.46  0.00     0.00     0.00     -20.88   -0.00    0.00     1.24     -783.65 
189      0.57     10.38    130.48   -452.80  -87.42   -352.35  0.00     0.00     0.00     -19.46   -0.00    0.00     1.15     -780.40 
190      0.62     10.41    141.43   -457.64  -88.53   -355.48  0.00     0.00     0.00     -20.74   -0.00    0.00     1.06     -779.90 
191      0.64     10.11    128.86   -459.07  -94.62   -349.80  0.00     0.00     0.00     -20.08   0.00     0.00     0.75     -793.97 
192      0.66     10.34    116.40   -459.17  -94.09   -353.18  0.00     0.00     0.00     -20.12   0.00     0.00     1.09     -809.08 
193      0.68     10.25    119.92   -455.07  -89.73   -352.95  0.00     0.00     0.00     -22.23   -0.00    0.00     0.72     -799.34 
194      0.68     10.13    129.44   -457.97  -92.50   -352.00  0.00     0.00     0.00     -20.39   -0.00    0.00     1.15     -792.27 
195      0.68     10.23    122.11   -457.11  -89.23   -354.00  0.00     0.00     0.00     -21.44   -0.00    0.00     1.39     -798.28 
196      0.63     10.30    156.07   -455.54  -90.66   -351.97  0.00     0.00     0.00     -21.44   -0.00    0.00     1.23     -762.31 
197      0.65     10.22    116.89   -454.44  -91.66   -354.22  0.00     0.00     0.00     -19.38   -0.00    0.00     0.90     -801.90 
198      0.68     10.37    114.04   -457.45  -99.25   -350.13  0.00     0.00     0.00     -21.30   -0.00    0.00     1.30     -812.78 
199      0.67     10.45    141.01   -455.11  -93.14   -351.00  0.00     0.00     0.00     -19.29   -0.00    0.00     1.07     -776.46 
200      0.71     10.24    139.49   -454.72  -94.76   -351.52  0.00     0.00     0.00     -18.55   -0.00    0.00     1.02     -779.05 
201      0.67     10.44    133.69   -456.41  -93.03   -351.35  0.00     0.00     0.00     -21.47   -0.00    0.00     1.13     -787.43 
202      0.68     10.49    124.13   -460.01  -95.58   -349.66  0.00     0.00     0.00     -20.11   -0.00    0.00     1.06     -800.17 
203      0.55     10.28    145.11   -452.32  -97.11   -349.97  0.00     0.00     0.00     -18.42   -0.00    0.00     0.75     -771.97 
204      0.64     10.26    119.11   -457.62  -90.61   -347.54  0.00     0.00     0.00     -17.77   -0.00    0.00     1.40     -793.03 
205      0.61     10.86    124.75   -461.91  -88.44   -349.97  0.00     0.00     0.00     -18.66   -0.00    0.00     1.29     -792.94 
206      0.63     10.03    110.60   -454.92  -97.38   -351.15  0.00     0.00     0.00     -20.86   -0.00    0.00     0.99     -812.72 
207      0.61     10.22    115.80   -458.16  -90.85   -349.03  0.00     0.00     0.00     -20.84   -0.00    0.00     0.91     -802.17 
208      0.60     10.52    138.59   -454.24  -87.96   -353.84  0.00     0.00     0.00     -20.90   -0.00    0.00     1.12     -777.22 
209      0.60     10.59    136.08   -453.32  -90.62   -350.79  0.00     0.00     0.00     -20.65   -0.00    0.00     1.24     -778.05 
210      0.57     10.24    128.20   -451.99  -90.73   -349.79  0.00     0.00     0.00     -19.85   -0.00    0.00     1.07     -783.10 
